HQ1300;30-12-1899;30-12-1899;30-12-1899;27-11-2020;27-11-2023
HQ1300;30-12-1899;30-12-1899;30-12-1899;29-11-2018;29-11-2021
HQ1300;30-12-1899;30-12-1899;30-12-1899;30-06-1900;31-12-1901
HQ1300;30-12-1899;30-12-1899;30-12-1899;31-03-2020;31-03-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;01-01-2019;01-01-2022
LA1300;30-12-1899;30-12-1899;30-12-1899;01-10-2020;01-10-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;06-05-2019;06-05-2022
LA1300;30-12-1899;30-12-1899;30-12-1899;20-07-2020;20-07-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;24-05-2019;24-05-2022
Planta;Fecha Adj. Concesión;Fecha termino Concesion;Fecha Comienzo Operación;F inicio Depreciacion;Fecha Término Depreciación
